aimValue,speedValue,isAimMap
5.64871,3.6045,1
4.8926,4.26138,NULL
4.196,3.55883,NULL
4.63412,2.98844,1
3.84748,4.69191,NULL
3.95417,4.04692,NULL
4.35175,3.23449,NULL
4.57588,3.90765,NULL
3.83563,3.57876,NULL
5.80016,3.81106,1
4.18262,3.78314,NULL
3.88105,3.84193,NULL
4.40195,3.12571,1
4.24512,3.53837,NULL
3.59058,4.2209,NULL
4.28481,3.04459,1
4.57212,3.66779,NULL
4.06599,3.91794,NULL
4.36966,3.84309,NULL
4.37022,4.70621,NULL
4.16734,5.01713,NULL
4.1038,4.14634,NULL
4.45076,3.12582,1
4.47645,3.4527,NULL
4.13492,3.4667,NULL
3.79134,3.69424,NULL
4.47368,4.00708,NULL
4.58983,2.99322,1
3.59389,3.46268,NULL
4.44272,3.25035,NULL
4.53308,3.57237,NULL
4.77475,4.81833,NULL
4.30674,3.54744,NULL
3.84822,3.56205,NULL
4.07797,4.14802,NULL
4.34981,3.36615,NULL
3.72545,3.97784,NULL
4.79414,3.0834,1
4.15209,3.01461,NULL
4.49896,3.14951,1
3.94118,3.76424,NULL
4.47528,4.1018,NULL
4.23743,4.85188,NULL
4.35111,2.83134,1
4.22455,3.72752,NULL
4.09726,3.68336,NULL
4.06421,3.39002,NULL
4.44726,3.23767,1
5.00264,3.41072,1
3.79139,3.73074,NULL
3.94014,3.98233,NULL
3.90754,3.55986,NULL
4.20387,3.3124,NULL
3.9264,4.07961,NULL
3.90874,4.19294,NULL
4.10211,3.37516,NULL
4.33804,3.12168,1
3.60062,3.74071,NULL
4.30528,2.86058,1
4.50905,3.56634,NULL
4.4775,2.96561,1
4.25652,3.91699,NULL
4.4397,2.90422,1
4.16652,3.80586,NULL
4.18546,3.36932,NULL
4.7473,3.65959,NULL
3.7849,3.92568,NULL
4.21588,3.68763,NULL
4.67989,3.3454,1
4.22114,3.75754,NULL
4.85694,3.57344,1
3.76989,4.09576,NULL
4.22541,3.5705,NULL
3.8635,3.50569,NULL
4.32955,3.64416,NULL
4.14839,3.17253,NULL
3.9195,3.96179,NULL
4.44505,3.43606,NULL
4.06964,3.95108,NULL
4.06883,3.67513,NULL
4.60911,2.98266,1
4.59448,2.93062,1
4.76023,3.32785,1
4.97274,4.00201,NULL
4.01126,3.82217,NULL
4.06435,3.32654,NULL
3.76977,3.41215,NULL
3.66449,3.97744,NULL
4.63416,2.76906,1
3.61849,3.48704,NULL
4.04062,3.93349,NULL
5.35441,3.27845,1
4.56122,3.49243,NULL
3.46309,4.33611,NULL
4.1768,4.17849,NULL
4.00918,3.70873,NULL
4.16873,3.6989,NULL
4.80028,3.71213,NULL
3.93366,3.50977,NULL
4.01766,3.95616,NULL
4.07279,3.50973,NULL
4.37075,3.04766,1
3.9905,4.36647,NULL
4.36982,3.30061,NULL
4.43201,2.91106,1
4.43545,3.4916,NULL
5.09736,4.06269,NULL
4.44007,3.42931,NULL
3.76966,5.09571,0
3.55799,3.86526,NULL
4.29596,2.9702,1
4.16125,3.46061,NULL
3.58262,3.81624,NULL
3.93602,3.97316,NULL
4.81561,4.18244,NULL
4.2036,4.02823,NULL
4.78334,3.91255,NULL
4.44001,4.14636,NULL
4.21297,3.25956,NULL
5.08502,4.90939,NULL
4.36685,4.73931,NULL
4.01265,3.32568,NULL
3.96325,4.19355,NULL
3.70729,4.54574,NULL
3.74316,4.70716,NULL
4.27455,3.79629,NULL
3.98783,3.8992,NULL
3.72784,4.07328,NULL
4.7247,3.31712,1
4.18016,4.19617,NULL
4.95524,4.727,NULL
4.1351,3.59994,NULL
4.42951,3.3382,NULL
4.24579,4.56515,NULL
4.51009,3.44801,NULL
4.59903,3.61098,NULL
3.94334,4.03179,NULL
4.30968,4.5282,NULL
4.07914,3.71744,NULL
3.70512,3.34032,NULL
4.84109,3.46227,1
4.13184,3.65591,NULL
5.12987,3.3346,1
4.004,3.332,NULL
5.27701,4.65419,NULL
4.63343,3.83241,NULL
5.01247,3.17822,1
4.24338,3.29287,NULL
4.50144,3.50929,NULL
3.65237,3.23569,NULL
4.04595,4.39234,NULL
4.125,3.77123,NULL
4.1882,3.03107,NULL
3.77513,3.70508,NULL
5.4551,3.46219,1
4.05935,3.83606,NULL
4.38255,3.10786,1
4.29842,3.53184,NULL
4.32795,3.46697,NULL
4.10901,3.5991,NULL
5.75409,3.95612,1
4.07095,4.00314,NULL
3.68574,4.06967,NULL
4.64165,2.88925,1
4.45681,3.70899,NULL
4.17635,3.61054,NULL
4.74858,3.30187,1
4.49207,3.39913,NULL
3.73419,3.4649,NULL
4.06386,3.90199,NULL
4.0552,3.76865,NULL
4.18639,3.65002,NULL
4.73895,3.30167,1
3.32073,3.79247,NULL
4.47878,4.38006,NULL
4.04567,3.29704,NULL
4.68315,3.72795,NULL
4.54021,2.98034,1
5.19065,3.89017,1
3.56723,3.71682,NULL
4.57791,3.27526,1
4.22045,3.6802,NULL
4.20593,3.37793,NULL
5.04968,2.94535,1
4.56805,2.99177,1
3.26844,3.58771,NULL
4.04287,3.2309,NULL
4.49609,2.9179,1
3.87962,3.46732,NULL
4.04721,4.03547,NULL
4.46029,3.22038,1
3.55203,3.48657,NULL
4.41888,3.1609,1
